Age,EstimatedSalary
-1.7817974284598157,-1.4900462352132775
-0.25358735848624026,-1.4606813786292843
-1.1132055228463764,-0.7852896771974396
-1.017692393473028,-0.37418168502153404
-1.7817974284598157,0.18375059007433778
-1.017692393473028,-0.34481682843754075
-1.017692393473028,0.4186694427462838
-0.5401267466062857,2.3567499772898386
-1.2087186522197249,-1.0789382430373722
-0.25358735848624026,-0.139262832349588
-1.1132055228463764,0.3012100164103108
-1.1132055228463764,-0.5210059679415002
-1.6862842990864673,0.4773991559142703
-0.5401267466062857,-1.519411091797271
-1.8773105578331641,0.3599397295782973
-0.826666134726331,0.3012100164103108
0.8925701939939412,-1.313857095709318
0.7015439352472443,-1.2844922391253248
0.7970570646205928,-1.2257625259573384
0.9880833233672897,-1.1963976693733451
0.7015439352472443,-1.4019516654612978
0.8925701939939412,-0.60910053769348
0.9880833233672897,-0.8440193903654261
0.7015439352472443,-1.4019516654612978
0.7970570646205928,-1.3725868088773046
0.8925701939939412,-1.4606813786292843
1.083596452740638,-1.2257625259573384
0.8925701939939412,-1.167032812789352
-0.826666134726331,-0.7852896771974396
-0.6356398759796341,-1.519411091797271
-0.6356398759796341,0.12502087690635127
-1.017692393473028,1.975006841697926
-1.5907711697131186,-1.5781408049652574
-0.9221792640996795,-0.7559248206134463
-1.017692393473028,0.5948585822502434
-0.25358735848624026,-1.2551273825413316
-0.4446136172329372,-1.2257625259573384
-0.7311530053529826,-0.60910053769348
-1.1132055228463764,0.06629116373836477
-1.017692393473028,-1.1376679562053587
-1.017692393473028,-1.5487759483812642
-0.4446136172329372,-0.5503708245254936
-0.25358735848624026,1.123426000762122
-0.7311530053529826,-1.6075056615492507
-0.9221792640996795,0.4186694427462838
-1.3997449109664217,-1.4606813786292843
-1.2087186522197249,0.2718451598263175
-1.017692393473028,-0.46227625477351375
-0.7311530053529826,1.9162771285299396
-0.6356398759796341,0.56549372566625
-1.3042317815930733,-1.1083030996213654
-1.8773105578331641,-0.7559248206134463
-0.826666134726331,0.3893045861622905
-0.25358735848624026,-1.3725868088773046
-1.017692393473028,-0.34481682843754075
-1.3042317815930733,-0.4329113981895205
-1.3997449109664217,-0.6384653942774733
-0.9221792640996795,0.2718451598263175
-1.4952580403397702,-1.519411091797271
-0.5401267466062857,1.387709710018061
-1.017692393473028,-1.4606813786292843
-1.2087186522197249,0.5067640124982635
-1.3997449109664217,-0.10989797576559475
-0.5401267466062857,1.4758042797700408
2.0387277464741227,0.3893045861622905
-1.3042317815930733,-0.34481682843754075
-1.3042317815930733,-1.4900462352132775
-1.3997449109664217,0.3599397295782973
-1.4952580403397702,-0.1979925455175745
-0.6356398759796341,-0.05116826259760824
-1.2087186522197249,0.3012100164103108
-1.3042317815930733,-1.2551273825413316
-1.6862842990864673,-1.3725868088773046
-0.4446136172329372,1.2702502836820881
-0.5401267466062857,-1.519411091797271
-0.34910048785958875,1.240885427098095
-1.8773105578331641,-0.5210059679415002
-1.4952580403397702,-1.2551273825413316
-0.9221792640996795,0.5067640124982635
-1.1132055228463764,-1.5487759483812642
-0.7311530053529826,0.3012100164103108
0.12846515900715358,-0.8146545337814328
-1.6862842990864673,-0.60910053769348
-0.25358735848624026,0.5361288690822568
-0.7311530053529826,-0.22735740210156777
-0.6356398759796341,1.4170745666020543
-1.3042317815930733,-0.4329113981895205
-0.9221792640996795,0.44803429933027705
-1.1132055228463764,0.33057487299430405
-0.25358735848624026,-0.5797356811094868
-1.4952580403397702,0.33057487299430405
-0.7311530053529826,1.3583448534340679
-1.1132055228463764,-1.6075056615492507
-0.826666134726331,-1.2257625259573384
-0.826666134726331,0.3893045861622905
-0.25358735848624026,-0.7559248206134463
-0.25358735848624026,-1.313857095709318
-0.9221792640996795,1.5638988495220207
-0.25358735848624026,0.09565602032235802
-0.9221792640996795,-0.961478816701399
-1.017692393473028,0.5361288690822568
-0.9221792640996795,-0.3154519718535475
-0.5401267466062857,0.4773991559142703
-0.4446136172329372,2.3273851207058454
-1.7817974284598157,-1.431316522045291
-1.5907711697131186,0.06629116373836477
-1.1132055228463764,-1.0202085298693855
-1.017692393473028,0.56549372566625
-1.1132055228463764,0.4773991559142703
0.03295202963380511,0.3012100164103108
0.12846515900715358,0.036926307154371514
-0.06256109973954335,0.036926307154371514
0.03295202963380511,-0.25672225868556103
-0.06256109973954335,-0.4329113981895205
0.415004547127199,0.3012100164103108
0.22397828838050202,-0.37418168502153404
-0.25358735848624026,0.1543857334903445
-0.15807422911289182,-0.5210059679415002
0.22397828838050202,-0.3154519718535475
0.3194914177538505,-0.3154519718535475
-0.15807422911289182,0.1543857334903445
